epoch, D loss, accuracy, G loss
571,0.5201329,75.0, 0.6047778
572,0.5424304,71.875, 0.38848132
573,0.53322196,75.0, 0.3860098
574,0.5525672,70.3125, 0.80007243
575,0.53506315,73.4375, 0.75584704
576,0.56315696,75.0, 0.52454394
577,0.5630547,78.125, 0.43996483
578,0.46090147,78.125, 0.79082716
579,0.45000857,81.25, 0.77963424
580,0.49213082,79.6875, 0.70477545
581,0.51253366,73.4375, 0.54337126
582,0.4975404,76.5625, 0.6083804
583,0.4957887,78.125, 0.631479
584,0.5469132,73.4375, 0.5558579
585,0.54237705,75.0, 0.4662623
586,0.5178369,71.875, 0.5618987
587,0.4745317,82.8125, 0.6062773
588,0.6940243,62.5, 0.51348907
589,0.42891318,81.25, 0.95716953
590,0.5247108,70.3125, 0.6818174
591,0.6881602,62.5, 0.5008098
592,0.628942,60.9375, 0.38230398
593,0.5572756,73.4375, 0.4665096
594,0.47004974,76.5625, 0.9163835
595,0.56515163,71.875, 0.70779604
596,0.5344095,76.5625, 0.69403666
597,0.47793502,79.6875, 0.7463207
598,0.46033543,76.5625, 0.7866615
599,0.40825993,84.375, 0.74892044
600,0.55790746,71.875, 0.86505485
601,0.54023945,71.875, 0.6657151
602,0.4875729,76.5625, 0.5517902
603,0.6257036,71.875, 0.46223783
604,0.5317621,71.875, 0.6163219
605,0.53201246,71.875, 0.6145755
606,0.45485547,82.8125, 0.8973182
607,0.59342754,67.1875, 0.6313535
608,0.61334646,71.875, 0.766712
609,0.7015777,59.375, 0.45974505
610,0.61778665,70.3125, 0.5754043
611,0.5140612,73.4375, 0.6334171
612,0.5609228,67.1875, 0.57392013
613,0.53269696,75.0, 0.6474205
614,0.56091416,73.4375, 0.4825357
615,0.42979115,84.375, 0.74223495
616,0.62127835,62.5, 0.6799747
617,0.51098263,76.5625, 0.762584
618,0.5769943,68.75, 0.59840333
619,0.486575,81.25, 0.7779175
620,0.44492143,82.8125, 0.6561297
621,0.5123079,75.0, 0.63180566
622,0.47123927,78.125, 0.8621135
623,0.4743117,82.8125, 0.59080875
624,0.49657553,76.5625, 0.75673854
625,0.56091404,76.5625, 0.5508894
626,0.6351126,64.0625, 0.5296362
627,0.5604757,78.125, 0.79570484
628,0.55856156,76.5625, 0.6457557
629,0.5842596,73.4375, 0.55107236
630,0.5676729,76.5625, 0.56538665
631,0.51803195,73.4375, 0.48018476
632,0.47268528,78.125, 0.53754497
633,0.47715864,85.9375, 0.7129789
634,0.44597566,89.0625, 0.7593416
635,0.5115058,76.5625, 0.7670132
636,0.51595956,73.4375, 0.75853527
637,0.6354487,71.875, 0.5780163
638,0.5461828,73.4375, 0.4676172
639,0.4473577,79.6875, 0.59404355
640,0.5492356,78.125, 0.6172056
641,0.5789362,78.125, 0.9362726
642,0.5673145,78.125, 0.66233873
643,0.5542221,75.0, 0.5069133
644,0.60766417,65.625, 0.5245635
645,0.56674176,70.3125, 0.6255894
646,0.47542283,84.375, 0.792209
647,0.60458034,73.4375, 0.5697632
648,0.6211152,65.625, 0.73453414
649,0.5745374,70.3125, 0.56702995
650,0.521244,81.25, 0.6822002
651,0.5591569,75.0, 0.75322145
652,0.5979686,65.625, 0.96680075
653,0.5314321,76.5625, 0.98291814
654,0.57818973,73.4375, 0.59183115
655,0.54165995,78.125, 0.6472513
656,0.5552721,70.3125, 0.452932
657,0.5573449,73.4375, 0.51721287
658,0.4768417,76.5625, 0.70865536
659,0.5451051,70.3125, 0.6316713
660,0.5938395,73.4375, 0.6862923
661,0.5323942,71.875, 0.6503103
662,0.4747301,84.375, 0.5254708
663,0.5991483,65.625, 0.7345581
664,0.5731126,68.75, 0.75543904
665,0.63271785,65.625, 0.546473
666,0.48549163,78.125, 0.5359508
667,0.57867706,71.875, 0.44840395
668,0.5799979,71.875, 0.47416306
669,0.5408108,76.5625, 0.6394135
670,0.60893416,68.75, 0.68030274
671,0.47752827,82.8125, 0.7379093
672,0.6182105,71.875, 0.31201524
673,0.5381565,68.75, 0.393182
674,0.51989126,78.125, 0.62354296
675,0.49103636,79.6875, 0.48702303
676,0.47271642,81.25, 0.66864246
677,0.5717293,73.4375, 0.62663996
678,0.60266846,65.625, 0.54657394
679,0.636315,70.3125, 0.58991545
680,0.5523925,73.4375, 0.46097264
681,0.5366999,70.3125, 0.40408146
682,0.49380463,79.6875, 0.55294937
683,0.48197615,81.25, 0.57099926
684,0.5259687,76.5625, 0.5481989
685,0.46764487,81.25, 0.46786028
686,0.546471,67.1875, 0.42998242
687,0.5496497,71.875, 0.45997772
688,0.52054584,68.75, 0.55861723
689,0.6207606,73.4375, 0.39294076
690,0.4603362,78.125, 0.6363791
691,0.5395126,73.4375, 0.4732324
692,0.59405625,71.875, 0.51871824
693,0.62080806,57.8125, 0.48622614
694,0.5274031,81.25, 0.4356834
695,0.51288164,78.125, 0.5769073
696,0.55519474,76.5625, 0.5272654
697,0.43538314,84.375, 0.72411287
698,0.51758474,78.125, 0.62447923
699,0.65826523,65.625, 0.4329093
700,0.5850471,65.625, 0.52679646
701,0.49717024,79.6875, 0.7198809
702,0.5623355,73.4375, 0.62170464
703,0.543072,71.875, 0.69569623
704,0.45393515,79.6875, 0.48292807
705,0.5453681,73.4375, 0.53699297
706,0.55154276,68.75, 0.5022427
707,0.5137349,75.0, 0.46754384
708,0.4952027,81.25, 0.5751604
709,0.48861998,76.5625, 0.7285675
710,0.48783296,76.5625, 0.61296105
711,0.57900417,70.3125, 0.62295353
712,0.49016556,79.6875, 0.7598665
713,0.5701575,75.0, 0.67320234
714,0.5557672,73.4375, 0.6296978
715,0.50058794,81.25, 0.67711055
716,0.59934354,68.75, 0.34649974
717,0.549626,70.3125, 0.46991947
718,0.51979554,76.5625, 0.5746441
719,0.51275194,81.25, 0.6192747
720,0.6417134,65.625, 0.66312194
721,0.6287354,68.75, 0.44402087
722,0.57629013,68.75, 0.48579624
723,0.5465071,71.875, 0.53987026
724,0.47031084,76.5625, 0.72969854
725,0.56706285,67.1875, 0.40795696
726,0.57965684,71.875, 0.3509914
727,0.46627432,84.375, 0.5777712
728,0.60923874,71.875, 0.4648093
729,0.4724318,79.6875, 0.5440426
730,0.45662177,84.375, 0.6736419
731,0.595037,68.75, 0.48111507
732,0.52977115,76.5625, 0.5034665
733,0.59828496,70.3125, 0.4231745
734,0.51323116,84.375, 0.48347723
735,0.53726906,76.5625, 0.59970224
736,0.5603392,73.4375, 0.43359894
737,0.4630685,79.6875, 0.5516226
738,0.5463481,70.3125, 0.57003903
739,0.4663838,84.375, 0.73429525
740,0.6307697,70.3125, 0.4946329
741,0.56224364,71.875, 0.34661442
742,0.49467206,75.0, 0.50398374
743,0.6428591,56.25, 0.43911448
744,0.44469333,84.375, 0.653304
745,0.5528538,73.4375, 0.45268095
746,0.5584676,76.5625, 0.4259854
747,0.49032286,76.5625, 0.44191968
748,0.6602843,59.375, 0.5497306
749,0.44019762,81.25, 0.5219579
750,0.47837183,78.125, 0.56774664
751,0.541005,73.4375, 0.6621305
752,0.52186203,76.5625, 0.51407814
753,0.54020053,75.0, 0.47050163
754,0.51780593,78.125, 0.37206465
755,0.5438218,76.5625, 0.38846013
756,0.42167798,82.8125, 0.69029224
757,0.45827627,84.375, 0.59713614
758,0.56252706,70.3125, 0.47395042
759,0.4538537,82.8125, 0.53955567
760,0.52904665,71.875, 0.44822848
761,0.5729611,68.75, 0.5393858
762,0.58859056,70.3125, 0.36955744
763,0.48487353,76.5625, 0.50499827
764,0.5688484,68.75, 0.40576625
765,0.37247527,89.0625, 0.7174044
766,0.65521735,57.8125, 0.47969937
767,0.51929283,79.6875, 0.7716993
768,0.49505037,76.5625, 0.7181394
769,0.56012064,76.5625, 0.5748687
770,0.42571932,82.8125, 0.676916
771,0.6661391,64.0625, 0.40089136
772,0.48084033,79.6875, 0.46456617
773,0.56125927,73.4375, 0.5232244
774,0.47024545,79.6875, 0.6605792
775,0.60095286,70.3125, 0.37426516
776,0.46677563,81.25, 0.58670884
777,0.58745915,68.75, 0.46377593
778,0.43462896,81.25, 0.6392205
779,0.43016875,84.375, 0.59902453
780,0.61921763,64.0625, 0.47286135
781,0.5535789,73.4375, 0.56548464
782,0.60212475,68.75, 0.46203622
783,0.6511346,57.8125, 0.28439528
784,0.5737394,71.875, 0.39314535
785,0.52790093,73.4375, 0.44272703
786,0.53668976,73.4375, 0.521494
787,0.4768738,78.125, 0.5481427
788,0.5346664,76.5625, 0.49167064
789,0.4828508,78.125, 0.38338068
790,0.5251788,70.3125, 0.44434354
791,0.5009105,76.5625, 0.5478361
792,0.5159614,73.4375, 0.61899924
793,0.51867604,67.1875, 0.45692265
794,0.58037084,70.3125, 0.48637095
795,0.5688774,68.75, 0.48180965
796,0.49685147,79.6875, 0.474122
797,0.5340274,73.4375, 0.64687204
798,0.50460863,73.4375, 0.5343907
799,0.5230034,76.5625, 0.5667372
800,0.479018,76.5625, 0.6491519
801,0.42304066,82.8125, 0.7286197
802,0.4573463,78.125, 0.68609643
803,0.5439126,75.0, 0.43899336
804,0.5083865,79.6875, 0.55425024
805,0.55665624,70.3125, 0.54330325
806,0.6404257,62.5, 0.4407336
807,0.47189277,81.25, 0.57136256
808,0.41316074,79.6875, 0.715119
809,0.45327166,76.5625, 0.7663183
810,0.55021584,76.5625, 0.5915281
811,0.39583635,82.8125, 0.66146857
812,0.43647504,81.25, 0.79991823
813,0.574489,68.75, 0.5637022
814,0.6433462,65.625, 0.5401002
815,0.48182958,76.5625, 0.55743444
816,0.5110414,79.6875, 0.5751139
817,0.42723492,81.25, 0.77836
818,0.5205626,76.5625, 0.5361702
819,0.43803406,79.6875, 0.88342416
820,0.5757358,71.875, 0.54176116
821,0.50199455,75.0, 0.47654417
822,0.54895604,75.0, 0.5412345
823,0.5081964,75.0, 0.6108272
824,0.5606355,70.3125, 0.45245922
825,0.60295296,67.1875, 0.4640053
826,0.48915368,76.5625, 0.66488504
827,0.5921825,64.0625, 0.5694239
828,0.55604076,68.75, 0.3987016
829,0.47012913,79.6875, 0.41596496
830,0.50893486,78.125, 0.46111706
831,0.50438505,75.0, 0.5732291
832,0.5142833,73.4375, 0.6206311
833,0.44750607,82.8125, 0.6169472
834,0.624238,68.75, 0.49952823
835,0.7096496,57.8125, 0.39573175
836,0.49054113,78.125, 0.50493824
837,0.57622397,70.3125, 0.41999817
838,0.43188643,78.125, 0.69992197
839,0.53199184,75.0, 0.50875896
840,0.49593428,76.5625, 0.430237
841,0.5935651,76.5625, 0.4110989
842,0.5070678,71.875, 0.47514325
843,0.50397015,79.6875, 0.52631414
844,0.52382267,73.4375, 0.4299699
845,0.4668433,82.8125, 0.5551393
846,0.34430188,89.0625, 0.67041075
847,0.47637615,78.125, 0.7235652
848,0.4325148,79.6875, 0.7317203
849,0.46068597,75.0, 0.86659896
850,0.5008851,76.5625, 0.69683504
851,0.52183235,70.3125, 0.50852233
852,0.5213073,70.3125, 0.47340626
853,0.51720965,75.0, 0.5399444
854,0.45442387,81.25, 0.7604362
855,0.51068544,79.6875, 0.7845606
856,0.65478295,62.5, 0.47719485
857,0.54565704,76.5625, 0.54365563
858,0.5302088,70.3125, 0.5697066
859,0.4722386,79.6875, 0.615123
860,0.49535114,73.4375, 0.5647981
861,0.6574471,59.375, 0.44680303
862,0.58653563,71.875, 0.503144
863,0.44333482,78.125, 0.6331619
864,0.41427433,84.375, 0.79819125
865,0.5907823,65.625, 0.38676047
866,0.5779277,76.5625, 0.39290056
867,0.62146926,62.5, 0.5622988
868,0.4481469,78.125, 0.5495484
869,0.5243686,76.5625, 0.7228245
870,0.6021655,68.75, 0.47805184
871,0.50310767,71.875, 0.37467122
872,0.4890791,76.5625, 0.4149453
873,0.60060734,68.75, 0.47981483
874,0.47436282,78.125, 0.5654812
875,0.40321988,87.5, 0.6116465
876,0.4587736,78.125, 0.6406615
877,0.47764197,79.6875, 0.64518803
878,0.56977016,73.4375, 0.59390277
879,0.38373554,84.375, 0.6871665
880,0.4972931,70.3125, 0.9281601
881,0.59179986,71.875, 0.766729
882,0.58171797,78.125, 0.6151115
883,0.47556338,84.375, 0.5731179
884,0.48879182,76.5625, 0.501191
885,0.44725454,78.125, 0.7222184
886,0.5628628,70.3125, 0.6212233
887,0.44857126,82.8125, 0.63833994
888,0.6097083,67.1875, 0.38920498
889,0.4332633,85.9375, 0.6888368
890,0.50793475,78.125, 0.7494108
891,0.5346325,76.5625, 0.5377024
892,0.41311288,81.25, 0.577237
893,0.577807,73.4375, 0.54585296
894,0.66089106,67.1875, 0.3752294
895,0.5325798,70.3125, 0.60779047
896,0.5349474,76.5625, 0.5525753
897,0.47290713,76.5625, 0.6179501
898,0.54474807,71.875, 0.5673182
899,0.55781394,62.5, 0.44017088
900,0.5204482,73.4375, 0.65777755
901,0.5437122,71.875, 0.5700425
902,0.56033117,68.75, 0.57404804
903,0.48693073,78.125, 0.6703434
904,0.5046626,75.0, 0.58797204
905,0.6022295,65.625, 0.380373
906,0.47871706,78.125, 0.7188893
907,0.47127926,81.25, 0.74626863
908,0.47463384,78.125, 0.5483589
909,0.52806664,75.0, 0.5862086
910,0.422491,81.25, 0.5279031
911,0.5056407,78.125, 0.5553913
912,0.5895661,71.875, 0.6203573
913,0.41614443,85.9375, 0.6726507
914,0.57699764,68.75, 0.7911748
915,0.37612993,84.375, 0.85486805
916,0.58700967,64.0625, 0.6676454
917,0.6026044,65.625, 0.48810562
918,0.5324466,70.3125, 0.4301105
919,0.4896956,75.0, 0.45806703
920,0.5541018,71.875, 0.4283747
921,0.5920762,60.9375, 0.4110328
922,0.5885286,65.625, 0.30388317
923,0.48006263,82.8125, 0.46443802
924,0.5190435,81.25, 0.3699069
925,0.44162646,82.8125, 0.5077292
926,0.47537166,76.5625, 0.5257058
927,0.49183577,76.5625, 0.5064326
928,0.5511956,67.1875, 0.50487065
929,0.5799843,67.1875, 0.34538335
930,0.48977405,78.125, 0.39807546
931,0.61380786,70.3125, 0.3955197
932,0.6641939,53.125, 0.35498455
933,0.43195447,81.25, 0.5849221
934,0.5098883,75.0, 0.5908627
935,0.4957788,76.5625, 0.57483804
936,0.49632537,73.4375, 0.47832358
937,0.59348935,60.9375, 0.4357438
938,0.45893747,78.125, 0.5991399
939,0.47187406,75.0, 0.5782422
940,0.5027932,76.5625, 0.61065376
941,0.528497,70.3125, 0.5346813
942,0.47979826,79.6875, 0.59233713
943,0.5406092,76.5625, 0.5401546
944,0.47230038,79.6875, 0.48180637
945,0.3870837,81.25, 0.5790849
946,0.55304396,68.75, 0.39162645
947,0.5818642,67.1875, 0.50218934
948,0.5761512,71.875, 0.43987465
949,0.5190687,76.5625, 0.49855575
950,0.535666,73.4375, 0.42088306
951,0.5551702,73.4375, 0.43152335
952,0.55350816,65.625, 0.55563617
953,0.45941663,82.8125, 0.55307674
954,0.6512834,53.125, 0.45547962
955,0.55437046,71.875, 0.5685524
956,0.5233762,73.4375, 0.53458834
957,0.4850121,76.5625, 0.44711196
958,0.48473832,78.125, 0.5298203
959,0.45194662,78.125, 0.52708006
960,0.47353005,75.0, 0.63541055
961,0.43529803,81.25, 0.85468507
962,0.46819866,79.6875, 0.64645886
963,0.399979,84.375, 0.78420115
964,0.6758648,64.0625, 0.62987065
965,0.54979205,71.875, 0.54465735
966,0.57823783,65.625, 0.43924135
967,0.45691776,78.125, 0.6644207
968,0.59164894,70.3125, 0.48607504
969,0.5389003,71.875, 0.4196899
970,0.480169,81.25, 0.5325652
971,0.5910796,67.1875, 0.33881533
972,0.54527676,75.0, 0.47399804
973,0.55136526,68.75, 0.49240613
974,0.5047387,76.5625, 0.4524845
975,0.55252266,68.75, 0.5463041
976,0.5624607,79.6875, 0.39058226
977,0.5082038,79.6875, 0.43222976
978,0.5439587,70.3125, 0.47564277
979,0.4869529,79.6875, 0.6303328
980,0.68823534,64.0625, 0.41566843
981,0.45335743,79.6875, 0.60425705
982,0.46583116,76.5625, 0.6559392
983,0.3747132,85.9375, 0.7945275
984,0.54623216,75.0, 0.71874297
985,0.5196918,71.875, 0.45289788
986,0.58395934,71.875, 0.44182003
987,0.5755721,71.875, 0.34387648
988,0.5307199,70.3125, 0.33779615
989,0.55521697,70.3125, 0.3959803
990,0.4238775,85.9375, 0.48014948
991,0.42803273,84.375, 0.47595027
992,0.4692916,75.0, 0.586818
993,0.58652765,68.75, 0.56320405
994,0.46528184,75.0, 0.5218369
995,0.48338693,78.125, 0.398085
996,0.52404284,76.5625, 0.44352603
997,0.5924031,68.75, 0.3590963
998,0.5359807,70.3125, 0.40887085
999,0.54186493,67.1875, 0.46931997
1000,0.50279677,75.0, 0.58485115
1001,0.55105877,75.0, 0.61216146
1002,0.5057671,71.875, 0.76984674
1003,0.652777,62.5, 0.4007927
1004,0.4926399,78.125, 0.5866091
1005,0.4975623,81.25, 0.45133108
1006,0.5273323,71.875, 0.48876822
1007,0.548193,79.6875, 0.49070418
1008,0.38626823,89.0625, 0.6997873
1009,0.52150714,76.5625, 0.58914685
1010,0.57061565,73.4375, 0.530841
1011,0.44390583,76.5625, 0.6882722
1012,0.4458074,81.25, 0.5750759
1013,0.54611504,75.0, 0.6247848
1014,0.49680936,76.5625, 0.49155733
1015,0.57136995,67.1875, 0.72325194
1016,0.52357537,79.6875, 0.62823
1017,0.63597554,64.0625, 0.29821718
1018,0.5327646,70.3125, 0.34784305
1019,0.48033476,78.125, 0.5190914
1020,0.49551737,73.4375, 0.531001
1021,0.4742289,78.125, 0.4678635
1022,0.50888604,76.5625, 0.47526115
1023,0.471306,78.125, 0.47316122
1024,0.5511139,73.4375, 0.57453847
1025,0.4914524,67.1875, 0.5273698
1026,0.52202857,76.5625, 0.42824352
1027,0.52354056,70.3125, 0.49799645
1028,0.47825557,78.125, 0.42007977
1029,0.6449627,62.5, 0.33223885
1030,0.5233523,68.75, 0.39643034
1031,0.5145247,78.125, 0.5209824
1032,0.49476314,75.0, 0.51141816
1033,0.437014,81.25, 0.5911002
1034,0.45269752,79.6875, 0.7009101
1035,0.51712966,73.4375, 0.6455658
1036,0.6020294,70.3125, 0.4537406
1037,0.46500707,84.375, 0.5768158
1038,0.55371463,65.625, 0.4945898
1039,0.57775533,70.3125, 0.6973959
1040,0.5088028,73.4375, 0.469505
1041,0.44890636,85.9375, 0.654019
1042,0.5146198,75.0, 0.5472748
1043,0.51899886,76.5625, 0.4975047
1044,0.47608382,79.6875, 0.5840687
1045,0.48537385,81.25, 0.49986303
1046,0.47562203,78.125, 0.4743761
1047,0.56939113,71.875, 0.53230786
1048,0.5084413,78.125, 0.53488165
1049,0.46511924,76.5625, 0.4976183
1050,0.5661101,70.3125, 0.4409371
1051,0.6611401,60.9375, 0.49537745
1052,0.40114653,87.5, 0.7651823
1053,0.42515528,79.6875, 0.72671807
1054,0.59876436,75.0, 0.5348585
1055,0.7048581,60.9375, 0.40550673
1056,0.44392818,81.25, 0.5008086
1057,0.5314021,70.3125, 0.42740852
1058,0.5216122,68.75, 0.48812068
1059,0.45479053,85.9375, 0.5878193
1060,0.53144926,70.3125, 0.5667232
1061,0.5887204,75.0, 0.39599082
1062,0.5624599,67.1875, 0.6074392
1063,0.50260323,73.4375, 0.5169094
1064,0.529622,78.125, 0.55163276
1065,0.5641664,75.0, 0.6277989
1066,0.53038406,75.0, 0.49870488
1067,0.43184674,81.25, 0.51147574
1068,0.4753433,78.125, 0.5635394
1069,0.38234618,85.9375, 0.70913064
1070,0.44103312,82.8125, 0.74730986
1071,0.59501994,73.4375, 0.55618984
1072,0.5384736,75.0, 0.6076369
1073,0.51733696,76.5625, 0.43171832
1074,0.57572716,76.5625, 0.49810874
1075,0.58345157,71.875, 0.38852906
1076,0.5295133,71.875, 0.40521803
1077,0.48358482,78.125, 0.49742997
1078,0.5599359,71.875, 0.48476288
1079,0.46601507,78.125, 0.51131964
1080,0.61785585,64.0625, 0.5538776
1081,0.47592223,76.5625, 0.5282606
1082,0.5280497,71.875, 0.47146958
1083,0.51690114,76.5625, 0.6335498
1084,0.60008264,67.1875, 0.3998212
1085,0.55355287,67.1875, 0.3817435
1086,0.583729,60.9375, 0.3982915
1087,0.46315947,78.125, 0.5601789
1088,0.6010374,59.375, 0.37164634
1089,0.46506345,79.6875, 0.35947636
1090,0.55108887,65.625, 0.36821726
1091,0.45548737,87.5, 0.45057526
1092,0.58450115,71.875, 0.39897704
1093,0.62805396,67.1875, 0.40021718
1094,0.46882486,78.125, 0.39996576
1095,0.5446907,73.4375, 0.3941685
1096,0.51057994,81.25, 0.52097064
1097,0.49085268,78.125, 0.58373356
1098,0.4934857,73.4375, 0.4043113
1099,0.64054465,68.75, 0.54330206
1100,0.36346248,89.0625, 0.5391952
1101,0.54645705,73.4375, 0.4711448
1102,0.5520121,71.875, 0.48879772
1103,0.44689775,82.8125, 0.48807102
1104,0.3998228,85.9375, 0.57712185
1105,0.60353726,64.0625, 0.43090808
1106,0.40242332,84.375, 0.46275404
1107,0.6099924,67.1875, 0.53769445
1108,0.5236166,79.6875, 0.40777332
1109,0.5418773,71.875, 0.5100616
1110,0.52737224,71.875, 0.45407724
1111,0.4965617,76.5625, 0.51738334
1112,0.48907205,82.8125, 0.61658275
1113,0.42531186,79.6875, 0.5348829
1114,0.4807588,79.6875, 0.49575967
1115,0.40011477,85.9375, 0.7581947
1116,0.51960325,78.125, 0.50665736
1117,0.42646307,84.375, 0.6182542
1118,0.5442907,73.4375, 0.6263409
1119,0.5432887,73.4375, 0.47893953
1120,0.6920737,59.375, 0.62666
1121,0.5409689,71.875, 0.66979235
1122,0.64089525,65.625, 0.42318463
1123,0.6169108,67.1875, 0.34270898
1124,0.55784667,70.3125, 0.4317448
1125,0.49292976,75.0, 0.42215845
1126,0.5490153,79.6875, 0.44341755
